ID,Year of Voyage,Vessel Flag,Vessel Name,Name of master or author,Original Port,Places Visited,Items Traded,Archival location of ship log,Source ,Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,1888,USA,Taria Topan,Edward Trumbull,Boston,Tamatave  ,,,"Putnam, 94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,1889,USA,Taria Topan,Edward Trumbull,Boston,"Zanzibar, Maritius, Tamatave, Nosy Be, Majunga",,,"Putnam, 115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1889,USA,Taria Topan,Edward Trumbull,Boston,"Tamatave, Zanzibar, Nosy Be, Majunga",,,"Putnam, 115-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1890,USA,Taria Topan,J. Warren LUSAcomb,Boston,"Tamatave, Zanzibar, Majunga",,,"Putnam, 116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,1891,USA,Taria Topan,J. Warren LUSAcomb,Boston,Tamatave,,,"Putnam, 116-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,1892,USA,Taria Topan,J. Warren LUSAcomb,Boston,"Zanzibar, Tamatave",,,"Putnam, 117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,1893,USA ,Taria Topan,J. Warren LUSAcomb,Boston,Tamatave,,,"Putnam, 117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1843,USA,Tenedos,Chester,New London,Saint Auguastine Bay,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18431003.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1821,USA,Thetis,Charles Forbes,Salem,Majunga?,"216,000 pounds of tallow",,"Northway, 152",for J. W. and R. S. Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1823,USA,Thetis,William Bates,Salem,Majunga,,,"Essex county, 84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,1824,USA,Thetis,William Bates,Salem,Majunga,,,"Essex county, 84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1825,USA,Thetis,William Bates,Salem,Majunga,,,"Essex county, 84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1810,USA,Thomas,Detchegarry,Salem?,"Madagascar, Maritius",,,"ToUSAsaint, Early American Trade, 86 (GBR 26)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,1835,USA,Thomas Milledge,Little,St. Johns,Saint Auguastin Bay,whaling,,NBWM 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,1834,USA,Thomas Perkins,J. P. Page,Salem,Zanzibar,,,"History of Essex County, 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,1843,USA,Thomas Winslow,Root,"Westport, MA",Saint Auguastine Bay,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18430905.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1833,USA,Thos. Perkins,P. P. Page,Salem,"Bombay, Maritius, Mozambique",,,NARA reel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1833,USA,Tigress/ Tigris,John G. Waters,Salem,"Majunga, Zanzibar","hides, copal",,"Edmund Roberts, LOC; PE 969, David Pingree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,1835,USA,Tigress/ Tigris,John G. Waters,Salem,"Majunga, Zanzibar",,"PE Pingree papers - Box 135 (OS) 3, Box 141 (OS) 4, Box 101, folder 6","Edmund Roberts, LOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,1849,USA,Tom Corwin,Bates,Salem,"Madagascar, Zanzibar, Muscat, Mocha, Aden",,PE Log 628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,1836,USA,Triton,,Portsmouth,"Anjouan, Saint Auguastine Bay",whaling,,NBWM 411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,1845,USA,Triton,Fosdick,Plymouth,Zanzibar,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18460210.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,1847,USA,Triton,King,New Bedford,"Anjouan, Nosy Be",whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18471207.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1854,USA,TUSAcany,,,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18550724.pdf,lost at Amsterdam island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,1857,USA,Twilight,Tompkins,New Bedford,Maritius,whaler,,http://images.mysticseaport.org/images/wsl/18571027.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,1806,USA,Two Brothers,Samuel Rea,Salem,Maritius,,,"History of Essex County, 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1836,USA,Two Brothers,Eastham,New Bedford,"Saint Auguastine Bay, Maritius",whaling,,"NARA reel 1, NBWM 411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1847,USA,Tybee,Dickens,Stonington,"Madagascar, Maritius",whaling,New Bedford whaling mUSAeum - in catalog,NARA reel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,1853,USA,Undine,Merry,New Bedford,Johanna,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18560219.pdf; http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18531108.pdf,"presumed lost by 1855, after two hurricanes in the ocean, last heard in December of 1854",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,1794,USA,Union,Rick,,Maritius,,,NARA reel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1806,USA,Union,Thomas Oxnard,Salem?,"Madagascar, Reunion, Maritius",,,"ToUSAsaint, Early American Trade, 84 (GBR 26 MauritiUSA Archives)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1807,USA,Union,Thomas Oxnard,Salem?,"Madagascar twice, Maritius",,,"ToUSAsaint, Early American Trade, 85 (GBR 26)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1844,USA,United States,Gifford,"Westport, MA","Johanna, Nosy Be",whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18440903.pdf; http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18450401.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,1847,USA,United States,Smith,New Bedford,"Johanna, Zanzibar ",whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18471207.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1850,USA,United States,,WEstport,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18500910.pdf,went into Bourbon due to crew sick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,1854,USA,United States,Hicks,Westport,"Zanzibar, Johanna",whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18551009.pdf; http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18550731.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,1856,USA,United States,Woodward,Westport,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18570303.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1861,USA,unknown,,,Saint Auguastine Bay,,,NBWM ODHS 786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,1837,USA,Velocity,Hall,Boston,"Zanzibar, Majunga, Mombasa",,"NEM 190, RW, 4:1",also John Studdy Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1847,USA,Venice,Harris,New London,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18480905.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,1856,USA,Vesper,Hempstead,New London,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18561209.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1798,USA,Vigilant,Daniel Hathorne,Salem?,Maritius,,,"History of Essex County, pg 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1828,USA,Virginia,Henry Leavitt,Salem,"Majunga, ""Ahnsoovoongallah,"" Madagascar",,"NEM 151, PE Log 1812",,"worried over attack from dhows, unsettled in clashes between Merina and Sakalava",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,1856,USA,Vision,Laurence,Farmindale,Madagascar,whaling,Nantucket Historical association ,,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,1847,USA,Wade,Bradbury,New Bedford,Anjouan,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18471207.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,1835,GBR,Warren,Cracken,,Saint Auguastine Bay,whaling,,NBWM ODHS 172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,1835,USA,Warren,,,Saint Auguastine Bay,whaling,,NBL 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,1834,USA,Washington,Elihu RUSAsell,Dartmouth,Saint Auguastin Bay,whaling,NBWM ODHS 1086 A; NBWM #179,,see 5 ships in the bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1835,USA,Washington,,,"Saint Auguastin Bay, Johanna",whaling,,NBWM 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,1837,USA,Washington,W. Sopping,Sag Harbor,Maritius,whaling,East Hampton Free Library http://cdm16694.contentdm.oclc.org/cdm/compoundobject/collection/p15281coll2/id/12864/rec/13,NARA reel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,1837,USA,Washington,,Sag Harbor,Saint Auguastine Bay,whaling,,NBWM 339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1843,USA,Washington,James G. Coffin,New Bedford,"Saint Auguastine Bay, Anjouan",whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18430905.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1853,USA,Wave,Downs,New Bedford,"Madagascar, Maritius",whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18531018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,1838,USA,Waverley,Ward,Salem,Zanzibar,,,NEM 209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1839,USA,Waverley,Ward,Salem,"Zanzibar, Bombay",,,NEM 211,carrying missionaries to Bombay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,1833,USA,Waverly,Kinsman,Salem,Zanzibar,,,"Edmund Roberts, LOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,1836,USA,White Oak,William Post,,"Maritius, Saint Auguastin Bay, Nosy Be, Tamatave",whaling,,"NARA reel 1, NBWM 411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1791,USA,William  ,Thomas West,Salem,Maritius,"took wax, sperm candles, ham, iron, rum, other food, etc, return with sugar",,"History of Essex County, pg 82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,1854,USA,William & Eliza,Pickens,New Bedford,"Johanna, Madagascar, Maritius",whaling,,v;http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18540502.pdf; http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18551009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,1839,USA,William & Henry,Charles Fabens,Salem,"Zanzibar, Bombay, Zanzibar, Majunga",,"PE Pingree papers -Box 102, folders 3, 4, and 5","NEM 209, RW 4:1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,1846,USA,William Badger,Perkins,Lynn,Nosy Be,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18461103.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,1851,USA,William Badger,Perkins,Lynn,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18520203.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,1852,USA,William Badger,Perkins,Lynn,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18530104.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,1858,USA,William Badger,Maxfield,Lynn,Saint Auguastine Bay,whaling,,http://images.mysticseaport.org/images/wsl/18581026.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,1855,USA,William Goddard,Mossman,Boston,Maritius,ice,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18551009.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,1851,USA,William Henry,Jolis,Warren,"Nosy Be, Johanna",whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18530104.pdf; http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18511202.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,1848,USA,William Lee,Lee,Newport,Anjouan,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18481107.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,1852,USA,William Lee,Guninger,Newport,Johanna,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18530104.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,1857,USA,William Rotch,William M. Ellison,,"Saint Auguastine Bay, Tulear, Maritius",whaling,,NBL 47; http://images.mysticseaport.org/images/wsl/18571027.pdf; http://images.mysticseaport.org/images/wsl/18580406.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,1853,USA,William Wirt,Thomas Winsor,Boston,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18531018.pdf,leaking since leaving Calcutta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,1858,USA,William Wilson,Taber,Warren,Maritius,whaling, ,http://images.mysticseaport.org/images/wsl/18580831.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,1852,GBR,Willing,,,Maritius,,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18520720.pdf,took on the cargo of the Leonidas condemned in MauritiUSA and taking back to London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,1858,USA,Winthrop,Aikin,Fairhaven,Maritius,whaling,,http://images.mysticseaport.org/images/wsl/18581012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,1854,USA,Wolga,Dimmick,Fairhaven,Mayotte,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18541226.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,1857,USA,Xantho,Barton,Warren,"Zanzibar, Johanna",whaling,,http://images.mysticseaport.org/images/wsl/18580323.pdf; http://images.mysticseaport.org/Images/wsl/18570707.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,1837,USA,Young Phoenix,Sherman,New Bedford,"Cape Town, Maritius",whaling,http://pplspc.org/nicholson/rj5_nicholson_690/pdf/rj5_nicholson_690r.pdf,NARA reel 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,1858,USA,Young Phoenix,Shockley,New Bedford,"Maritius, Madagascar",whaling,,http://images.mysticseaport.org/images/wsl/18581005.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,1851,USA,Young Phoenix,Tompkins,New Bedford,Maritius,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18520120.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,1860,USA,Young Phoenix,Benjamin Franklin Wing,New Bedford,"Madagascar, Reunion  ",whaling,New Bedford whaling library - in catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,1835,USA,Zephyr,,,Saint Auguastin Bay,whaling,,NBWM 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,1837,USA,Zephyr,,,Saint Auguastine Bay,whaling,,NBWM 339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,1848,USA,Zephyr,Shearman,New Bedford,Zanzibar,whaling,,http://images.mysticseaport.org/images/.mysticseaport.org/Images/wsl/18481107.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,1798,USA,,,Salem,Maritius,,,"History of Essex County, 83",mostly done by Elias Hasket Derby until he died in 1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,1798,USA,,,Salem?,Maritius,,,"History of Essex County, pg 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1798,USA,,,Salem?,Maritius,,,"History of Essex County, pg 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,1798,USA,,,Salem?,Maritius,,,"History of Essex County, pg 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1798,USA,,,Salem?,Maritius,,,"History of Essex County, pg 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1798,USA,,,Salem?,Maritius,,,"History of Essex County, pg 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,1798,USA,,,Salem?,Maritius,,,"History of Essex County, pg 83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1802,USA,,Crocker,Boston,Maritius,,,NEM: 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,1802,USA,,Felt,Salem,"Maritius, Batavia",,,NEM: 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1876,USA,,Nathan Batchelder,Boston,"Madagascar, Muscat",,PEM,https://beta.worldcat.org/archivegrid/?q=(topic%3A%22loGBRooks.%22)+AND+placesort%3A%22Madagascar.%22&ss=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
